,title,price,link
101,"ZEBRONICS PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Midnight Blue,1.76 Kg  ","27,990",https://amazon.in//ZEBRONICS-Processor-15-6-Inch-Display-Midnight/dp/B0CJJ7YZMC/ref=sr_1_138?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-138
102,"ASUS Zenbook Duo OLED (2024), 14"" (35.56cm) FHD OLED Touch Display, Intel Core Ultra 9 185H, Built-in AI, Dual Screen Laptop (32GB/1TB SSD/Intel Arc Graphics/Win11/Gray/1.65 Kg), UX8406MA-QL961WS  ","2,39,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDEzMjcwNzI0NTQyOTYwOjE3MjUwOTYwNDU6c3BfbXRmOjMwMDIwMTY0MTkwMTUzMjo6MDo6&url=%2FASUS-Zenbook-35-56cm-Graphics-UX8406MA-QL961WS%2Fdp%2FB0CXPXLMBH%2Fref%3Dsr_1_139_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725096044%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
103,"ASUS Vivobook S 16 OLED (2024), Intel Core Ultra 5 125H, Built-in AI, 16"" 3.2K (40.64cm), 3200 x 2000 120Hz, (16GB/1TB SSD/Win 11/Intel Arc Graphics/MS Office 2021/Black/1.50Kg), S5606MA-MX552WS  ","1,02,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDEzMjcwNzI0NTQyOTYwOjE3MjUwOTYwNDU6c3BfbXRmOjMwMDI4Mjc3NDcyMjkzMjo6MDo6&url=%2FASUS-Vivobook-40-64cm-Graphics-S5606MA-MX552WS%2Fdp%2FB0D3LVBF2F%2Fref%3Dsr_1_140_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725096044%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
104,"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.65 Kg), 82YU00W7IN  ","28,990",https://amazon.in//Lenovo-39-62cm-Antiglare-Windows-82YU00W7IN/dp/B0C69Z4TKW/ref=sr_1_141?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-141
105,Acer One 14 AMD Ryzen 3 3250U Processor (8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Laptop Z2-493 with 35.56 cm (14.0") HD Display  ,"25,518",https://amazon.in//Acer-Processor-Graphics-Windows-Z2-493/dp/B0C3R5VWP3/ref=sr_1_142?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-142
106,"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","21,350",https://amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4BN7B6/ref=sr_1_143?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-143
107,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM, 144Hz Display (16GB DDR5/1TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","81,990",https://amazon.in//Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP4T1JV/ref=sr_1_144?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-144
108,"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00  ","46,929",https://amazon.in//Lenovo-ThinkPad-Graphics-Keyboard-21JRS00T00/dp/B0C7J16NYC/ref=sr_1_145?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-145
109,"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, Intel Core i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Intel Iris Xᵉ Graphics/Windows 11/Office 2021/Quiet Blue/1.7 Kg), X1502ZA-EJ744WS  ","64,990",https://amazon.in//ASUS-Vivobook-i7-12700H-Graphics-X1502ZA-EJ744WS/dp/B0D3LQRHWC/ref=sr_1_146?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-146
110,Lenovo V15 AMD Ryzen 5 7520U Laptop (8GB DDR5 RAM/ 512GB M.2 SSD PCIe NVMe/Windows-11/MS-Office/Arctic Grey/1.56Kgs) 1 Year Brand Warranty  ,"33,980",https://amazon.in//Lenovo-Windows-11-MS-Office-1-56Kgs-Warranty/dp/B08BV4VMH9/ref=sr_1_147?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-147
111,"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (38) cm FHD Display, Windows 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg  ","47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMDMzMDQxNzY0MTU0MDc2OjE3MjUwOTU5NTI6c3BfYXRmOjMwMDEzNzkwMzc3NzczMjo6MDo6&url=%2FDell-i5-1235U-Processor-Antivirus-Spill-Resistant%2Fdp%2FB0CSG4G18G%2Fref%3Dsr_1_2_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.yBLtX5CW_7yJp0ypl9Izt5oWtWcdPBPWNaNdaPkXvBDWQGR2rNjq1o8kXLpGVUIO6UyxuPVOKuJFnFmF6p9VZl4EMvcJLqSKh4BQ8CFgmaQCAiPsGT7cshMHmcyi6tUow3wUTxmK8eAgW6W0K1IB0feo1Mq2tiIgTKjkmyeOOJOHvQxJPcZ__uKq-N0dQsPoX9qU-oIZeIAT7PGvdh-IRC2QizisxVDTAYM5R36mIJs.7N-Zt2Ra--icoEJuq8qSCOFfuyMclC8y9BFwpREYxcs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725095952%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
112,"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS  ","26,990",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_20?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.yBLtX5CW_7yJp0ypl9Izt5oWtWcdPBPWNaNdaPkXvBDWQGR2rNjq1o8kXLpGVUIO6UyxuPVOKuJFnFmF6p9VZl4EMvcJLqSKh4BQ8CFgmaQCAiPsGT7cshMHmcyi6tUow3wUTxmK8eAgW6W0K1IB0feo1Mq2tiIgTKjkmyeOOJOHvQxJPcZ__uKq-N0dQsPoX9qU-oIZeIAT7PGvdh-IRC2QizisxVDTAYM5R36mIJs.7N-Zt2Ra--icoEJuq8qSCOFfuyMclC8y9BFwpREYxcs&dib_tag=se&keywords=laptop&qid=1725095952&sprefix=laptop%2Caps%2C818&sr=8-20
113,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU  ","36,990",https://amazon.in//HP-i3-1215U-Graphics-Speakers-dy5008TU/dp/B0BZS88YPT/ref=sr_1_148?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM&dib_tag=se&keywords=laptop&qid=1725096044&sprefix=laptop%2Caps%2C818&sr=8-148
114,"ASUS Zenbook 14, Intel Core Ultra 5, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Ponder Blue/1.28 Kg), UX3405MA-PZ552WS  ","1,07,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDEzMjcwNzI0NTQyOTYwOjE3MjUwOTYwNDU6c3BfYnRmOjMwMDI1MDgyODY5ODIzMjo6MDo6&url=%2FASUS-Zenbook-Intel-Ultra-Built%2Fdp%2FB0D89NT6VZ%2Fref%3Dsr_1_149_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725096044%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
115,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6820HQ Quad Core Processor, 16 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M1000M (2GB Graphic Card) Laptop  ","35,390",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDEzMjcwNzI0NTQyOTYwOjE3MjUwOTYwNDU6c3BfYnRmOjMwMDE1MzkyOTcyNDUzMjo6MDo6&url=%2FRefurbished-Dell-Precision-7510-Intel%2Fdp%2FB0CZDBF68D%2Fref%3Dsr_1_150_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.g7LAORF_iVIhLiBLRnt3sJKl6ffVzJR7I22eiyjj3BPsJ1i6Jgz2FNYOFcJlsEUfFQPpBs-bPb64V_o17HMbXi0F9kyIWOzd-Vft0h9gJQN2KYv7Ot-7xZYPExi2NuFGsiasx6xhl1m70CYA_Q_pMFD8wKLNsKHetHMnj-az_X9ODbV3ObgmS3fL5hgvScPxFJCLXn_h-7BOIloe8AsWpeWLvUMPm6H0p4wGWVe8i0o.wGQQr3j2i6_oCLWPcHSIpkVlTIlDghVHUMR52cbJbNM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725096044%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
116,(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (16 GB DDR4 RAM/512 GB SSD/15.6" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ,"25,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MzY3Mjk3MTkwNzc0MTQ6MTcyNTA5NjA1NjpzcF9hdGZfbmV4dDozMDAyNjA4MTg4MzY0MzI6OjA6Og&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KP134W%2Fref%3Dsr_1_145_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.rTxiUlHsV2oG6eaBzEuiXJ4O3HNO7RA3GRX_FQHUL0UWe14gPHEb01-eGcGrUooRppuzuZSpHuaroCnWwldtoQyfYqhofgSSIYyBpd9v8L8yrztMXAZTqTQhkYbUvp2lmWYhhsSIGZNw-Znstpf1Fg4u97_DPjycSLkgEfEw_2WSreOVpAhhfGsXjEyAiU5-z3PkyGJo6t-nrTzJZ-R0pt1Lireufl0UITdzz6ofnl8.BOxvrE-8tWoc_0iAQR_gUOQwV0zdnq9h7Uf94db2Nyg%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725096056%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
117,"ASUS Vivobook S 16 OLED (2024), 16 ""(40.64cm) 3.2K OLED 16:10 120Hz, Intel Core Ultra 5 125H, Thin and Light Laptop (16GB LPDDR5X/1TB SSD/Intel Arc Graphics/Win11/Mist Blue/1.50 Kg), S5606MA-MX551WS  ","1,02,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MzY3Mjk3MTkwNzc0MTQ6MTcyNTA5NjA1NjpzcF9hdGZfbmV4dDozMDAyODI3NzQ3MjM0MzI6OjA6Og&url=%2FASUS-Vivobook-OLED-40-64cm-3-2K%2Fdp%2FB09T95ZTBP%2Fref%3Dsr_1_146_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.rTxiUlHsV2oG6eaBzEuiXJ4O3HNO7RA3GRX_FQHUL0UWe14gPHEb01-eGcGrUooRppuzuZSpHuaroCnWwldtoQyfYqhofgSSIYyBpd9v8L8yrztMXAZTqTQhkYbUvp2lmWYhhsSIGZNw-Znstpf1Fg4u97_DPjycSLkgEfEw_2WSreOVpAhhfGsXjEyAiU5-z3PkyGJo6t-nrTzJZ-R0pt1Lireufl0UITdzz6ofnl8.BOxvrE-8tWoc_0iAQR_gUOQwV0zdnq9h7Uf94db2Nyg%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725096056%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
118,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16GB RAM/512GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Backlit Keyboard, Steel Gray, 1.59KG  ","46,949",https://amazon.in//Acer-i5-1235U-Graphics-AL15-52-Keyboard/dp/B0D4Z8WJY4/ref=sr_1_147?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.rTxiUlHsV2oG6eaBzEuiXJ4O3HNO7RA3GRX_FQHUL0UWe14gPHEb01-eGcGrUooRppuzuZSpHuaroCnWwldtoQyfYqhofgSSIYyBpd9v8L8yrztMXAZTqTQhkYbUvp2lmWYhhsSIGZNw-Znstpf1Fg4u97_DPjycSLkgEfEw_2WSreOVpAhhfGsXjEyAiU5-z3PkyGJo6t-nrTzJZ-R0pt1Lireufl0UITdzz6ofnl8.BOxvrE-8tWoc_0iAQR_gUOQwV0zdnq9h7Uf94db2Nyg&dib_tag=se&keywords=laptop&qid=1725096056&sprefix=laptop%2Caps%2C818&sr=8-147
119,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU  ","36,990",https://amazon.in//HP-i3-1215U-Graphics-Speakers-dy5008TU/dp/B0BZS88YPT/ref=sr_1_148?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.rTxiUlHsV2oG6eaBzEuiXJ4O3HNO7RA3GRX_FQHUL0UWe14gPHEb01-eGcGrUooRppuzuZSpHuaroCnWwldtoQyfYqhofgSSIYyBpd9v8L8yrztMXAZTqTQhkYbUvp2lmWYhhsSIGZNw-Znstpf1Fg4u97_DPjycSLkgEfEw_2WSreOVpAhhfGsXjEyAiU5-z3PkyGJo6t-nrTzJZ-R0pt1Lireufl0UITdzz6ofnl8.BOxvrE-8tWoc_0iAQR_gUOQwV0zdnq9h7Uf94db2Nyg&dib_tag=se&keywords=laptop&qid=1725096056&sprefix=laptop%2Caps%2C818&sr=8-148
120,"Lenovo V15 Intel Core i3 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1Y Onsite + 1Y ADP/1.7 kg), 82TTA00UIH  ","32,048",https://amazon.in//Lenovo-82TTA01UIH-Laptop-i3-1215U-Warranty/dp/B0C3Y7FSFC/ref=sr_1_149?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.rTxiUlHsV2oG6eaBzEuiXJ4O3HNO7RA3GRX_FQHUL0UWe14gPHEb01-eGcGrUooRppuzuZSpHuaroCnWwldtoQyfYqhofgSSIYyBpd9v8L8yrztMXAZTqTQhkYbUvp2lmWYhhsSIGZNw-Znstpf1Fg4u97_DPjycSLkgEfEw_2WSreOVpAhhfGsXjEyAiU5-z3PkyGJo6t-nrTzJZ-R0pt1Lireufl0UITdzz6ofnl8.BOxvrE-8tWoc_0iAQR_gUOQwV0zdnq9h7Uf94db2Nyg&dib_tag=se&keywords=laptop&qid=1725096056&sprefix=laptop%2Caps%2C818&sr=8-149
121,"ASUS Vivobook 16X, Intel Core i5-12500H, 16"" FHD+ 60Hz, Creator/Gaming Laptop (16GB RAM/1 TB/RTX 3050/Win 11 Pro/Office 2021/Fingerprint /50WHr Battery/Cool Silver/1.80 kg), K3605ZC-MBN554WS  ","64,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Fingerprint-K3605ZC-MBN554WS/dp/B0D8BS1NKN/ref=sr_1_150?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.rTxiUlHsV2oG6eaBzEuiXJ4O3HNO7RA3GRX_FQHUL0UWe14gPHEb01-eGcGrUooRppuzuZSpHuaroCnWwldtoQyfYqhofgSSIYyBpd9v8L8yrztMXAZTqTQhkYbUvp2lmWYhhsSIGZNw-Znstpf1Fg4u97_DPjycSLkgEfEw_2WSreOVpAhhfGsXjEyAiU5-z3PkyGJo6t-nrTzJZ-R0pt1Lireufl0UITdzz6ofnl8.BOxvrE-8tWoc_0iAQR_gUOQwV0zdnq9h7Uf94db2Nyg&dib_tag=se&keywords=laptop&qid=1725096056&sprefix=laptop%2Caps%2C818&sr=8-150
122,"Dell 15 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor, 8GB DDR4, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Intel UHD Graphics, Windows 11 + MSO'21, 15 Months McAfee, Black, 1.66kg  ","39,590",https://amazon.in//Dell-i3-1305U-Processor-39-62cm-GraphicsWin/dp/B0CNZ8MDLV/ref=sr_1_151?crid=XKITR2QKB0RK&dib=eyJ2IjoiMSJ9.rTxiUlHsV2oG6eaBzEuiXJ4O3HNO7RA3GRX_FQHUL0UWe14gPHEb01-eGcGrUooRppuzuZSpHuaroCnWwldtoQyfYqhofgSSIYyBpd9v8L8yrztMXAZTqTQhkYbUvp2lmWYhhsSIGZNw-Znstpf1Fg4u97_DPjycSLkgEfEw_2WSreOVpAhhfGsXjEyAiU5-z3PkyGJo6t-nrTzJZ-R0pt1Lireufl0UITdzz6ofnl8.BOxvrE-8tWoc_0iAQR_gUOQwV0zdnq9h7Uf94db2Nyg&dib_tag=se&keywords=laptop&qid=1725096056&sprefix=laptop%2Caps%2C818&sr=8-151
123,"Apple 2023 MacBook Pro (16-inch, M3 Max chip with 16‑core CPU and 40‑core GPU, 48GB Unified Memory, 1TB) - Space Black  ","3,79,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMDMzMDQxNzY0MTU0MDc2OjE3MjUwOTU5NTI6c3BfYnRmOjMwMDA4NTQwMzIxODczMjo6MDo6&url=%2FApple-MacBook-16-inch-16%25E2%2580%2591core-40%25E2%2580%2591core%2Fdp%2FB0CM5SZ7CP%2Fref%3Dsr_1_21_sspa%3Fcrid%3DXKITR2QKB0RK%26dib%3DeyJ2IjoiMSJ9.yBLtX5CW_7yJp0ypl9Izt5oWtWcdPBPWNaNdaPkXvBDWQGR2rNjq1o8kXLpGVUIO6UyxuPVOKuJFnFmF6p9VZl4EMvcJLqSKh4BQ8CFgmaQCAiPsGT7cshMHmcyi6tUow3wUTxmK8eAgW6W0K1IB0feo1Mq2tiIgTKjkmyeOOJOHvQxJPcZ__uKq-N0dQsPoX9qU-oIZeIAT7PGvdh-IRC2QizisxVDTAYM5R36mIJs.7N-Zt2Ra--icoEJuq8qSCOFfuyMclC8y9BFwpREYxcs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725095952%26sprefix%3Dlaptop%252Caps%252C818%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
